"",BBK01.OU0115,BBK01.OU0115_FLAGS,BBK01.OU0116,BBK01.OU0116_FLAGS,BBK01.OU0123,BBK01.OU0123_FLAGS,BBK01.OU0175,BBK01.OU0175_FLAGS,BBK01.OU0176,BBK01.OU0176_FLAGS,BBK01.OU0355,BBK01.OU0355_FLAGS,BBK01.OU0138,BBK01.OU0138_FLAGS,BBK01.OU0139,BBK01.OU0139_FLAGS,BBK01.OU0142,BBK01.OU0142_FLAGS,BBK01.OUA185,BBK01.OUA185_FLAGS,BBK01.OUA186,BBK01.OUA186_FLAGS,BBK01.OV0115,BBK01.OV0115_FLAGS,BBK01.OV0116,BBK01.OV0116_FLAGS,BBK01.OV0123,BBK01.OV0123_FLAGS,BBK01.OV0175,BBK01.OV0175_FLAGS,BBK01.OV0176,BBK01.OV0176_FLAGS,BBK01.OV0355,BBK01.OV0355_FLAGS,BBK01.OV0138,BBK01.OV0138_FLAGS,BBK01.OV0139,BBK01.OV0139_FLAGS,BBK01.OV0142,BBK01.OV0142_FLAGS,BBK01.OVA185,BBK01.OVA185_FLAGS,BBK01.OVA186,BBK01.OVA186_FLAGS,BBK01.OUA187,BBK01.OUA187_FLAGS,BBK01.OU0184,BBK01.OU0184_FLAGS,BBK01.OU0178,BBK01.OU0178_FLAGS,BBK01.OUA188,BBK01.OUA188_FLAGS,BBK01.OU0179,BBK01.OU0179_FLAGS,BBK01.OUA189,BBK01.OUA189_FLAGS,BBK01.OUA190,BBK01.OUA190_FLAGS,BBK01.OU0144,BBK01.OU0144_FLAGS,BBK01.OU0149,BBK01.OU0149_FLAGS,BBK01.OU0337,BBK01.OU0337_FLAGS,BBK01.OU0307,BBK01.OU0307_FLAGS,BBK01.OU0150,BBK01.OU0150_FLAGS,BBK01.OVA187,BBK01.OVA187_FLAGS,BBK01.OV0184,BBK01.OV0184_FLAGS,BBK01.OV0178,BBK01.OV0178_FLAGS,BBK01.OVA188,BBK01.OVA188_FLAGS,BBK01.OV0179,BBK01.OV0179_FLAGS,BBK01.OVA189,BBK01.OVA189_FLAGS,BBK01.OVA190,BBK01.OVA190_FLAGS,BBK01.OV0144,BBK01.OV0144_FLAGS,BBK01.OV0149,BBK01.OV0149_FLAGS,BBK01.OV0337,BBK01.OV0337_FLAGS,BBK01.OV0307,BBK01.OV0307_FLAGS,BBK01.OV0150,BBK01.OV0150_FLAGS
1994-12,4137.165,,3633.072,,583.499,,549.058,,548.609,,0.449,,34.441,,32.658,,1.783,,3553.666,,2661.874,,44.377,,42.977,,7.200,,7.467,,7.629,,-0.162,,-0.267,,-0.234,,-0.033,,37.177,,32.396,,2390.371,,228.329,,2162.042,,203.210,,68.293,,891.792,,577.011,,34.464,,542.547,,230.523,,68.128,,16.130,,28.124,,0.708,,27.416,,4.096,,0.176,,4.781,,7.294,,2.887,,4.407,,-0.813,,-1.688,,-0.012,
1995-01,4133.028,,3631.699,,575.579,,537.283,,536.766,,0.517,,38.296,,36.548,,1.748,,3557.449,,2626.938,,6.426,,2.380,,-8.517,,-9.802,,-9.870,,0.068,,1.285,,1.320,,-0.035,,14.943,,6.214,,2365.463,,219.422,,2146.041,,195.915,,65.560,,930.511,,611.194,,44.354,,566.840,,235.085,,68.064,,16.168,,2.452,,-2.377,,4.829,,3.045,,0.717,,8.729,,7.673,,3.360,,4.313,,1.032,,-0.064,,0.088,
1995-02,4161.372,,3646.439,,582.167,,544.399,,543.918,,0.481,,37.768,,36.418,,1.350,,3579.205,,2634.537,,25.513,,15.129,,4.977,,7.605,,7.641,,-0.036,,-2.628,,-2.230,,-0.398,,20.536,,9.629,,2373.905,,219.060,,2154.845,,194.986,,65.646,,944.668,,610.366,,43.540,,566.826,,245.602,,72.514,,16.186,,9.992,,-0.362,,10.354,,-0.449,,0.086,,10.907,,-0.378,,-0.814,,0.436,,11.187,,0.080,,0.018,
1995-03,4176.895,,3670.630,,598.122,,553.634,,552.856,,0.778,,44.488,,42.744,,1.744,,3578.773,,2636.493,,17.115,,24.443,,14.337,,9.487,,9.190,,0.297,,4.850,,4.456,,0.394,,2.778,,6.426,,2377.088,,219.421,,2157.667,,193.779,,65.626,,942.280,,615.783,,44.345,,571.438,,236.006,,73.958,,16.533,,6.413,,0.361,,6.052,,0.033,,-0.020,,-3.648,,4.057,,0.805,,3.252,,-9.496,,1.444,,0.347,
1995-04,4193.506,,3692.519,,604.884,,559.378,,558.019,,1.359,,45.506,,43.965,,1.541,,3588.622,,2645.305,,16.511,,21.789,,3.222,,5.644,,5.063,,0.581,,-2.422,,-2.219,,-0.203,,13.289,,11.762,,2386.274,,219.946,,2166.328,,192.495,,66.536,,943.317,,621.131,,45.124,,576.007,,232.309,,73.283,,16.594,,12.136,,0.305,,11.831,,-1.284,,0.910,,1.527,,5.838,,0.779,,5.059,,-3.697,,-0.675,,0.061,
1995-05,4213.725,,3713.885,,607.060,,556.741,,554.964,,1.777,,50.319,,48.812,,1.507,,3606.665,,2655.555,,20.094,,21.241,,2.051,,-2.762,,-3.180,,0.418,,4.813,,4.847,,-0.034,,18.043,,10.250,,2398.176,,221.182,,2176.994,,189.854,,67.525,,951.110,,627.752,,46.536,,581.216,,234.332,,72.370,,16.656,,11.902,,1.236,,10.666,,-2.641,,0.989,,7.793,,6.621,,1.412,,5.209,,2.023,,-0.913,,0.062,
1995-06,4237.827,,3744.927,,619.278,,576.657,,575.104,,1.553,,42.621,,41.215,,1.406,,3618.549,,2665.130,,27.340,,34.280,,12.376,,20.054,,20.278,,-0.224,,-7.678,,-7.597,,-0.081,,14.964,,12.575,,2407.596,,221.034,,2186.562,,188.479,,69.055,,953.419,,635.361,,52.097,,583.264,,229.247,,72.215,,16.596,,12.320,,-0.148,,12.468,,-1.275,,1.530,,2.389,,7.809,,5.561,,2.248,,-5.205,,-0.155,,-0.060,
1995-07,4257.662,,3771.685,,607.316,,569.699,,568.653,,1.046,,37.617,,36.194,,1.423,,3650.346,,2670.606,,19.962,,26.885,,-0.465,,-6.661,,-6.154,,-0.507,,6.196,,6.179,,0.017,,20.427,,13.886,,2415.515,,213.533,,2201.982,,186.295,,68.796,,979.740,,665.841,,74.276,,591.565,,225.757,,71.456,,16.686,,16.249,,-1.811,,18.060,,-2.104,,-0.259,,6.541,,10.780,,4.179,,6.601,,-3.570,,-0.759,,0.090,
1995-08,4277.634,,3790.652,,594.391,,566.228,,565.643,,0.585,,28.163,,27.029,,1.134,,3683.243,,2690.073,,19.896,,18.891,,-13.351,,-3.897,,-3.436,,-0.461,,-9.454,,-9.165,,-0.289,,33.247,,19.817,,2435.305,,213.192,,2222.113,,185.584,,69.184,,993.170,,676.649,,76.296,,600.353,,228.062,,71.617,,16.842,,20.140,,-0.341,,20.481,,-0.711,,0.388,,13.430,,10.808,,2.020,,8.788,,2.305,,0.161,,0.156,
1995-09,4309.249,,3817.596,,602.688,,578.281,,577.492,,0.789,,24.407,,23.260,,1.147,,3706.561,,2710.325,,32.074,,27.403,,8.756,,12.512,,12.308,,0.204,,-3.756,,-3.769,,0.013,,23.318,,20.252,,2451.014,,214.279,,2236.735,,189.672,,69.639,,996.236,,679.190,,74.194,,604.996,,233.887,,66.158,,17.001,,15.709,,1.087,,14.622,,4.088,,0.455,,3.066,,2.541,,-2.102,,4.643,,5.825,,-5.459,,0.159,
1995-10,4348.206,,3846.035,,604.989,,575.422,,574.689,,0.733,,29.567,,28.961,,0.606,,3743.217,,2725.448,,39.230,,28.712,,2.474,,-2.686,,-2.630,,-0.056,,5.160,,5.701,,-0.541,,36.756,,17.103,,2466.723,,214.042,,2252.681,,188.636,,70.089,,1017.769,,688.515,,74.282,,614.233,,240.678,,71.518,,17.058,,16.189,,0.023,,16.166,,0.364,,0.550,,19.653,,8.845,,-0.172,,9.017,,5.391,,5.360,,0.057,
1995-11,4393.482,,3886.888,,608.011,,575.330,,574.655,,0.675,,32.681,,32.166,,0.515,,3785.471,,2754.138,,45.068,,40.645,,2.814,,-0.300,,-0.242,,-0.058,,3.114,,3.205,,-0.091,,42.254,,25.830,,2491.074,,214.512,,2276.562,,192.568,,70.496,,1031.333,,701.309,,72.397,,628.912,,241.342,,71.494,,17.188,,21.551,,0.470,,21.081,,3.872,,0.407,,16.424,,15.594,,-1.885,,17.479,,0.724,,-0.024,,0.130,
1995-12,4436.913,,3936.906,,615.217,,583.953,,583.303,,0.650,,31.264,,30.488,,0.776,,3821.696,,2785.472,,43.574,,50.066,,7.254,,8.671,,8.696,,-0.025,,-1.417,,-1.678,,0.261,,36.320,,31.379,,2522.012,,214.124,,2307.888,,192.859,,70.601,,1036.224,,712.969,,74.522,,638.447,,234.412,,71.310,,17.533,,30.938,,-0.388,,31.326,,0.336,,0.105,,4.941,,11.660,,2.125,,9.535,,-6.880,,-0.184,,0.345,
1996-01,4458.490,,3947.044,,608.593,,571.669,,571.130,,0.539,,36.924,,36.244,,0.680,,3849.897,,2797.244,,21.886,,10.367,,-7.045,,-12.705,,-12.594,,-0.111,,5.660,,5.756,,-0.096,,28.931,,12.432,,2531.705,,213.110,,2318.595,,195.508,,70.031,,1052.653,,720.397,,73.823,,646.574,,242.634,,72.085,,17.537,,9.143,,-1.014,,10.157,,2.659,,0.630,,16.499,,7.428,,-0.699,,8.127,,8.292,,0.775,,0.004,
1996-02,4486.498,,3966.782,,608.819,,574.114,,573.368,,0.746,,34.705,,34.245,,0.460,,3877.679,,2811.439,,28.175,,19.865,,0.603,,2.612,,2.365,,0.247,,-2.009,,-1.999,,-0.010,,27.572,,14.160,,2545.896,,212.771,,2333.125,,195.322,,70.221,,1066.240,,725.489,,73.286,,652.203,,241.537,,81.651,,17.563,,14.191,,-0.339,,14.530,,-0.221,,0.190,,13.412,,5.092,,-0.537,,5.629,,-1.272,,9.566,,0.026,
1996-03,4519.561,,3990.413,,616.998,,581.943,,581.480,,0.463,,35.055,,34.594,,0.461,,3902.563,,2832.137,,33.084,,23.607,,8.155,,7.805,,8.088,,-0.283,,0.350,,0.349,,0.001,,24.929,,20.703,,2557.854,,213.170,,2344.684,,204.184,,70.099,,1070.426,,728.713,,75.406,,653.307,,242.584,,81.456,,17.673,,11.958,,0.399,,11.559,,8.867,,-0.122,,4.226,,3.224,,2.120,,1.104,,1.087,,-0.195,,0.110,
1996-04,4552.672,,4011.523,,621.995,,580.334,,579.753,,0.581,,41.661,,41.188,,0.473,,3930.677,,2857.276,,32.045,,20.174,,4.061,,-2.545,,-2.663,,0.118,,6.606,,6.594,,0.012,,27.984,,25.339,,2573.694,,212.744,,2360.950,,213.664,,69.918,,1073.401,,729.259,,71.567,,657.692,,245.254,,81.177,,17.711,,16.060,,-0.426,,16.486,,9.460,,-0.181,,2.645,,0.326,,-3.839,,4.165,,2.560,,-0.279,,0.038,
1996-05,4564.485,,4025.969,,628.201,,582.231,,581.426,,0.805,,45.970,,45.515,,0.455,,3936.284,,2864.976,,10.849,,15.482,,3.942,,1.933,,1.709,,0.224,,2.009,,2.027,,-0.018,,6.907,,8.700,,2585.792,,213.557,,2372.235,,208.519,,70.665,,1071.308,,724.852,,71.792,,653.060,,245.200,,83.537,,17.719,,13.098,,0.683,,12.415,,-5.145,,0.747,,-1.793,,-2.107,,-0.175,,-1.932,,-0.054,,0.360,,0.008,
1996-06,4579.951,,4047.670,,637.802,,596.576,,595.788,,0.788,,41.226,,40.765,,0.461,,3942.149,,2864.366,,15.615,,21.850,,9.750,,14.494,,14.511,,-0.017,,-4.744,,-4.750,,0.006,,5.865,,1.390,,2579.385,,213.365,,2366.020,,199.105,,85.876,,1077.783,,727.811,,70.242,,657.569,,248.534,,83.393,,18.045,,10.923,,-0.192,,11.115,,-9.414,,-0.119,,4.475,,1.449,,-1.550,,2.999,,3.334,,-0.144,,-0.164,
1996-07,4591.448,,4061.077,,626.588,,582.615,,581.715,,0.900,,43.973,,40.807,,3.166,,3964.860,,2889.305,,11.932,,13.842,,-10.779,,-13.526,,-13.638,,0.112,,2.747,,0.042,,2.705,,22.711,,24.939,,2600.653,,214.217,,2386.436,,202.427,,86.225,,1075.555,,733.681,,71.560,,662.121,,242.197,,81.681,,17.996,,21.268,,0.852,,20.416,,3.322,,0.349,,-2.228,,5.870,,1.318,,4.552,,-6.337,,-1.712,,-0.049,
1996-08,4607.843,,4077.945,,617.372,,585.253,,584.051,,1.202,,32.119,,30.169,,1.950,,3990.471,,2903.821,,16.336,,16.809,,-9.275,,2.579,,2.277,,0.302,,-11.854,,-10.638,,-1.216,,25.611,,14.416,,2617.056,,214.919,,2402.137,,199.757,,87.008,,1086.650,,741.742,,71.743,,669.999,,245.315,,81.674,,17.919,,16.403,,0.702,,15.701,,-2.670,,0.683,,11.195,,8.061,,0.183,,7.878,,3.118,,-0.007,,0.023,
1996-09,4625.947,,4102.469,,624.210,,594.641,,593.739,,0.902,,29.569,,27.284,,2.285,,4001.737,,2914.203,,18.584,,24.104,,6.418,,8.968,,9.268,,-0.300,,-2.550,,-2.885,,0.335,,12.166,,10.732,,2629.002,,215.178,,2413.824,,198.726,,86.475,,1087.534,,748.054,,72.947,,675.107,,239.748,,81.817,,17.915,,11.396,,0.259,,11.137,,-0.131,,-0.533,,1.434,,6.862,,1.204,,5.658,,-5.567,,0.143,,-0.004,
1996-10,4671.780,,4137.421,,641.251,,593.382,,592.245,,1.137,,47.869,,41.018,,6.851,,4030.529,,2932.018,,45.971,,35.090,,17.179,,-1.121,,-1.356,,0.235,,18.300,,13.734,,4.566,,28.792,,17.815,,2644.893,,214.566,,2430.327,,200.056,,87.069,,1098.511,,754.231,,67.873,,686.358,,244.517,,81.798,,17.965,,15.891,,-0.612,,16.503,,1.330,,0.594,,10.977,,6.177,,-5.074,,11.251,,4.769,,-0.019,,0.050,
1996-11,4722.086,,4184.187,,650.414,,593.808,,592.350,,1.458,,56.606,,50.917,,5.689,,4071.672,,2959.160,,50.075,,46.535,,8.932,,0.195,,-0.126,,0.321,,8.737,,9.899,,-1.162,,41.143,,27.142,,2664.629,,214.995,,2449.634,,207.140,,87.391,,1112.512,,770.798,,70.059,,700.739,,242.044,,81.568,,18.102,,19.736,,0.429,,19.307,,7.084,,0.322,,14.001,,16.567,,2.186,,14.381,,-2.473,,-0.230,,0.137,
1996-12,4773.057,,4248.693,,662.239,,617.152,,616.157,,0.995,,45.087,,40.186,,4.901,,4110.818,,3007.221,,51.700,,65.215,,12.354,,23.873,,24.336,,-0.463,,-11.519,,-10.731,,-0.788,,39.346,,43.751,,2713.319,,215.788,,2497.531,,205.943,,87.959,,1103.597,,773.037,,69.451,,703.586,,231.256,,81.269,,18.035,,44.350,,0.833,,43.517,,-1.187,,0.588,,-4.405,,6.739,,-0.608,,7.347,,-10.778,,-0.299,,-0.067,
1997-01,4784.404,,4237.225,,646.488,,596.516,,595.349,,1.167,,49.972,,45.099,,4.873,,4137.916,,3020.628,,11.669,,-11.256,,-16.189,,-21.074,,-21.246,,0.172,,4.885,,4.913,,-0.028,,27.858,,15.077,,2720.437,,213.245,,2507.192,,212.245,,87.946,,1117.288,,770.276,,63.299,,706.977,,249.397,,79.497,,18.118,,7.768,,-2.543,,10.311,,7.322,,-0.013,,12.781,,-2.761,,-6.152,,3.391,,17.231,,-1.772,,0.083,
1997-02,4818.050,,4261.329,,655.854,,601.667,,600.399,,1.268,,54.187,,49.367,,4.820,,4162.196,,3039.610,,33.057,,23.430,,8.692,,4.477,,4.376,,0.101,,4.215,,4.268,,-0.053,,24.365,,19.002,,2730.504,,212.649,,2517.855,,220.430,,88.676,,1122.586,,774.194,,61.996,,712.198,,252.128,,78.075,,18.189,,10.067,,-0.596,,10.663,,8.205,,0.730,,5.363,,3.918,,-1.303,,5.221,,2.796,,-1.422,,0.071,
1997-03,4855.214,,4283.037,,664.990,,608.062,,606.712,,1.350,,56.928,,52.444,,4.484,,4190.224,,3056.256,,37.422,,21.966,,9.394,,6.653,,6.571,,0.082,,2.741,,3.077,,-0.336,,28.028,,16.646,,2739.739,,212.136,,2527.603,,227.946,,88.571,,1133.968,,777.329,,60.943,,716.386,,260.060,,78.337,,18.242,,9.235,,-0.513,,9.748,,7.516,,-0.105,,11.382,,3.135,,-1.053,,4.188,,7.932,,0.262,,0.053,
1997-04,4868.297,,4292.152,,643.782,,599.558,,598.038,,1.520,,44.224,,41.139,,3.085,,4224.515,,3080.781,,12.608,,8.640,,-21.683,,-8.979,,-9.149,,0.170,,-12.704,,-11.305,,-1.399,,34.291,,24.525,,2757.930,,213.058,,2544.872,,234.581,,88.270,,1143.734,,788.564,,59.284,,729.280,,258.594,,78.365,,18.211,,18.191,,0.922,,17.269,,6.635,,-0.301,,9.766,,11.235,,-1.659,,12.894,,-1.466,,0.028,,-0.031,
1997-05,4891.789,,4312.777,,646.318,,603.513,,602.296,,1.217,,42.805,,40.181,,2.624,,4245.471,,3093.816,,23.936,,20.669,,2.580,,3.999,,4.302,,-0.303,,-1.419,,-0.958,,-0.461,,21.356,,13.435,,2770.320,,213.214,,2557.106,,234.718,,88.778,,1151.655,,792.949,,59.183,,733.766,,261.458,,78.995,,18.253,,12.390,,0.156,,12.234,,0.537,,0.508,,7.921,,4.385,,-1.601,,5.986,,2.864,,0.630,,0.042,
1997-06,4901.646,,4327.559,,648.693,,622.507,,621.411,,1.096,,26.186,,23.703,,2.483,,4252.953,,3102.778,,9.249,,14.174,,1.767,,18.386,,18.507,,-0.121,,-16.619,,-16.478,,-0.141,,7.482,,8.662,,2783.335,,213.545,,2569.790,,231.147,,88.296,,1150.175,,792.822,,58.295,,734.527,,260.044,,79.317,,17.992,,12.715,,0.331,,12.384,,-3.571,,-0.482,,-1.180,,0.173,,-0.888,,1.061,,-1.414,,0.322,,-0.261,
1997-07,4930.974,,4352.384,,649.264,,605.715,,604.543,,1.172,,43.549,,41.035,,2.514,,4281.710,,3125.079,,28.350,,23.847,,-0.407,,-17.770,,-17.846,,0.076,,17.363,,17.332,,0.031,,28.757,,22.301,,2802.504,,213.551,,2588.953,,234.338,,88.237,,1156.631,,798.100,,57.500,,740.600,,263.005,,77.561,,17.965,,19.169,,0.006,,19.163,,3.191,,-0.059,,6.456,,5.278,,-0.795,,6.073,,2.961,,-1.756,,-0.027,
1997-08,4957.764,,4373.988,,648.104,,603.215,,601.164,,2.051,,44.889,,43.150,,1.739,,4309.660,,3142.547,,27.293,,22.107,,-0.657,,-1.997,,-2.876,,0.879,,1.340,,2.115,,-0.775,,27.950,,17.468,,2819.380,,214.318,,2605.062,,234.277,,88.890,,1167.113,,803.413,,56.557,,746.856,,267.982,,77.727,,17.991,,16.876,,0.767,,16.109,,-0.061,,0.653,,10.482,,5.313,,-0.943,,6.256,,4.977,,0.166,,0.026,
1997-09,4970.609,,4399.134,,656.000,,613.764,,611.738,,2.026,,42.236,,41.079,,1.157,,4314.609,,3154.051,,13.256,,25.557,,8.307,,10.960,,10.985,,-0.025,,-2.653,,-2.071,,-0.582,,4.949,,12.074,,2831.608,,215.144,,2616.464,,233.541,,88.902,,1160.558,,807.762,,56.604,,751.158,,257.146,,77.605,,18.045,,12.638,,0.826,,11.812,,-0.576,,0.012,,-7.125,,3.939,,0.047,,3.892,,-10.996,,-0.122,,0.054,
1997-10,5001.552,,4433.071,,659.408,,606.757,,605.049,,1.708,,52.651,,49.896,,2.755,,4342.144,,3170.485,,31.312,,34.406,,3.877,,-6.538,,-6.220,,-0.318,,10.415,,8.817,,1.598,,27.435,,16.334,,2851.575,,215.217,,2636.358,,229.768,,89.142,,1171.659,,819.314,,54.853,,764.461,,256.737,,77.513,,18.095,,19.967,,0.073,,19.894,,-3.873,,0.240,,11.101,,11.552,,-1.751,,13.303,,-0.409,,-0.092,,0.050,
1997-11,5041.773,,4469.153,,665.660,,604.917,,603.431,,1.486,,60.743,,58.455,,2.288,,4376.113,,3192.169,,39.928,,35.789,,5.959,,-2.133,,-1.911,,-0.222,,8.092,,8.559,,-0.467,,33.969,,21.684,,2870.653,,214.940,,2655.713,,232.199,,89.317,,1183.944,,829.110,,55.493,,773.617,,260.069,,76.578,,18.187,,19.078,,-0.277,,19.355,,2.431,,0.175,,12.285,,9.796,,0.640,,9.156,,3.332,,-0.935,,0.092,
1997-12,5058.398,,4506.221,,667.752,,625.828,,624.814,,1.014,,41.924,,40.068,,1.856,,4390.646,,3223.418,,17.108,,37.616,,1.090,,19.909,,20.381,,-0.472,,-18.819,,-18.387,,-0.432,,16.018,,32.669,,2899.996,,216.236,,2683.760,,234.087,,89.335,,1167.228,,833.755,,52.992,,780.763,,239.210,,76.010,,18.253,,30.893,,1.136,,29.757,,1.758,,0.018,,-16.651,,4.645,,-2.551,,7.196,,-20.794,,-0.568,,0.066,
1998-01,5081.607,,4499.387,,649.755,,609.146,,606.887,,2.259,,40.609,,38.031,,2.578,,4431.852,,3248.817,,23.647,,-6.466,,-17.699,,-16.384,,-17.629,,1.245,,-1.315,,-2.037,,0.722,,41.346,,25.359,,2906.059,,214.370,,2691.689,,252.894,,89.864,,1183.035,,840.255,,50.106,,790.149,,248.430,,76.059,,18.291,,6.133,,-1.866,,7.999,,18.697,,0.529,,15.987,,6.500,,-2.886,,9.386,,9.400,,0.049,,0.038,
1998-02,5111.427,,4527.863,,661.305,,609.526,,607.673,,1.853,,51.779,,49.893,,1.886,,4450.122,,3266.906,,30.066,,28.627,,11.701,,0.531,,0.937,,-0.406,,11.170,,11.862,,-0.692,,18.365,,18.104,,2916.243,,214.095,,2702.148,,260.596,,90.067,,1183.216,,845.926,,49.424,,796.502,,243.124,,76.105,,18.061,,10.184,,-0.275,,10.459,,7.717,,0.203,,0.261,,5.671,,-0.682,,6.353,,-5.226,,0.046,,-0.230,
1998-03,5160.997,,4537.515,,662.202,,617.569,,615.892,,1.677,,44.633,,42.808,,1.825,,4498.795,,3296.161,,49.562,,9.644,,0.029,,7.175,,7.351,,-0.176,,-7.146,,-7.085,,-0.061,,49.533,,30.115,,2924.055,,213.345,,2710.710,,282.127,,89.979,,1202.634,,846.774,,43.808,,802.966,,261.474,,76.379,,18.007,,8.672,,-0.300,,8.972,,21.531,,-0.088,,19.418,,0.848,,-5.616,,6.464,,18.350,,0.274,,-0.054,
1998-04,5203.715,,4561.377,,673.009,,623.360,,621.576,,1.784,,49.649,,44.370,,5.279,,4530.706,,3323.621,,43.445,,24.589,,11.534,,6.518,,6.411,,0.107,,5.016,,1.562,,3.454,,31.911,,27.460,,2938.286,,213.463,,2724.823,,295.499,,89.836,,1207.085,,849.315,,43.996,,805.319,,263.846,,75.930,,17.994,,14.231,,0.118,,14.113,,13.372,,-0.143,,4.451,,2.541,,0.188,,2.353,,2.372,,-0.449,,-0.013,
1998-05,5214.292,,4566.844,,665.364,,630.450,,628.456,,1.994,,34.914,,31.368,,3.546,,4548.928,,3336.345,,10.946,,5.836,,-7.276,,7.459,,7.249,,0.210,,-14.735,,-13.002,,-1.733,,18.222,,12.724,,2949.258,,213.235,,2736.023,,297.798,,89.289,,1212.583,,850.593,,42.858,,807.735,,268.172,,75.938,,17.880,,10.972,,-0.228,,11.200,,2.299,,-0.547,,5.498,,1.278,,-1.138,,2.416,,4.326,,0.008,,-0.114,
1998-06,5225.178,,4582.266,,671.293,,635.301,,633.999,,1.302,,35.992,,31.946,,4.046,,4553.885,,3335.573,,14.905,,23.711,,14.218,,13.140,,13.832,,-0.692,,1.078,,0.578,,0.500,,0.687,,-4.042,,2959.330,,212.292,,2747.038,,286.981,,89.262,,1218.312,,849.938,,41.191,,808.747,,275.172,,75.411,,17.791,,10.072,,-0.943,,11.015,,-14.087,,-0.027,,4.729,,-0.655,,-1.667,,1.012,,6.000,,-0.527,,-0.089,
1998-07,5236.632,,4606.214,,671.296,,625.912,,625.003,,0.909,,45.384,,41.168,,4.216,,4565.336,,3354.574,,13.558,,24.452,,0.507,,-8.885,,-8.492,,-0.393,,9.392,,9.222,,0.170,,13.051,,20.601,,2982.718,,213.855,,2768.863,,282.187,,89.669,,1210.762,,850.055,,38.056,,811.999,,269.213,,73.893,,17.601,,23.388,,1.563,,21.825,,-3.194,,0.407,,-7.550,,0.117,,-3.135,,3.252,,-5.959,,-1.518,,-0.190,
1998-08,5253.306,,4624.616,,673.597,,626.952,,626.038,,0.914,,46.645,,43.964,,2.681,,4579.709,,3367.852,,16.706,,18.434,,2.333,,1.072,,1.067,,0.005,,1.261,,2.796,,-1.535,,14.373,,13.278,,2996.441,,213.044,,2783.397,,281.626,,89.785,,1211.857,,850.798,,36.030,,814.768,,269.730,,73.739,,17.590,,13.723,,-0.811,,14.534,,-0.561,,0.116,,1.095,,0.743,,-2.026,,2.769,,0.517,,-0.154,,-0.011,
1998-09,5264.780,,4649.404,,686.743,,639.935,,638.843,,1.092,,46.808,,45.497,,1.311,,4578.037,,3382.323,,12.531,,25.845,,14.353,,14.190,,14.012,,0.178,,0.163,,1.533,,-1.370,,-1.822,,14.321,,3011.022,,213.514,,2797.508,,281.651,,89.650,,1195.714,,846.776,,35.620,,811.156,,257.861,,73.461,,17.616,,14.431,,0.470,,13.961,,0.025,,-0.135,,-16.143,,-4.022,,-0.410,,-3.612,,-11.869,,-0.278,,0.026,
1998-10,5297.618,,4673.051,,690.305,,636.671,,635.224,,1.447,,53.634,,47.083,,6.551,,4607.313,,3404.743,,32.729,,23.538,,3.453,,-3.373,,-3.728,,0.355,,6.826,,1.586,,5.240,,29.276,,22.420,,3031.904,,213.014,,2818.890,,282.964,,89.875,,1202.570,,851.354,,35.762,,815.592,,260.142,,73.463,,17.611,,20.882,,-0.500,,21.382,,1.313,,0.225,,6.856,,4.578,,0.142,,4.436,,2.281,,0.002,,-0.005,
1998-11,5348.043,,4698.581,,695.177,,639.322,,638.015,,1.307,,55.855,,50.203,,5.652,,4652.866,,3438.297,,49.916,,25.021,,4.363,,2.142,,2.282,,-0.140,,2.221,,3.120,,-0.899,,45.553,,33.554,,3050.361,,210.666,,2839.695,,297.861,,90.075,,1214.569,,852.312,,34.370,,817.942,,271.200,,73.442,,17.615,,18.457,,-2.348,,20.805,,14.897,,0.200,,11.999,,0.958,,-1.492,,2.450,,11.058,,-0.021,,0.004,
1998-12,5379.765,,4775.358,,704.250,,661.255,,660.799,,0.456,,42.995,,38.452,,4.543,,4675.515,,3482.352,,37.280,,82.235,,14.201,,27.061,,27.912,,-0.851,,-12.860,,-11.751,,-1.109,,23.079,,44.400,,3104.545,,206.785,,2897.760,,292.364,,85.443,,1193.163,,868.796,,33.127,,835.669,,235.443,,71.601,,17.323,,54.514,,-3.791,,58.305,,-5.482,,-4.632,,-21.321,,16.484,,-1.243,,17.727,,-35.672,,-1.841,,-0.292,
1999-01,2764.995,,2456.857,,347.964,,319.926,,318.848,,1.078,,28.038,,24.833,,3.205,,2417.031,,1815.259,,18.356,,22.595,,4.527,,-0.450,,-1.295,,0.845,,4.977,,4.142,,0.835,,13.829,,18.097,,1661.110,,181.355,,1479.755,,154.149,,49.128,,601.772,,452.066,,34.913,,417.153,,113.162,,36.544,,8.873,,18.670,,16.593,,2.077,,-0.573,,0.160,,-4.268,,1.078,,10.518,,-9.440,,-5.281,,-0.065,,0.011,
1999-02,2781.343,,2468.848,,352.223,,319.364,,318.915,,0.449,,32.859,,30.231,,2.628,,2429.120,,1824.305,,15.835,,11.393,,3.661,,-1.160,,-0.531,,-0.629,,4.821,,5.398,,-0.577,,12.174,,9.071,,1668.005,,186.082,,1481.923,,156.300,,49.173,,604.815,,451.697,,34.537,,417.160,,116.610,,36.508,,8.911,,6.895,,6.377,,0.518,,2.176,,0.045,,3.103,,-0.369,,-0.376,,0.007,,3.508,,-0.036,,0.038,
